"","pid","task","resp","start","version","parA","rt","time_elapsed","sid","block","jitterX","jitterY"
"22","55a2fa33fdf99b073cd94947","br",-11,14,1,217,"null",153501,"64e50b81e019272f8535c9c0",0,-8,24
"23","55a2fa33fdf99b073cd94947","br",25,25,1,234,"248",153753,"64e50b81e019272f8535c9c0",0,-30,8
"24","55a2fa33fdf99b073cd94947","br",-16,20,1,250,"6444",160201,"64e50b81e019272f8535c9c0",0,-9,21
"25","55a2fa33fdf99b073cd94947","br",-11,-13,1,251,"5289",165497,"64e50b81e019272f8535c9c0",0,-20,-18
"26","55a2fa33fdf99b073cd94947","br",-9,-4,1,207,"6132",171634,"64e50b81e019272f8535c9c0",0,25,21
"27","55a2fa33fdf99b073cd94947","br",-10,-11,1,276,"6019",177658,"64e50b81e019272f8535c9c0",0,-29,-11
"28","55a2fa33fdf99b073cd94947","br",-13,-13,1,245,"4793",182457,"64e50b81e019272f8535c9c0",0,-3,-25
"29","55a2fa33fdf99b073cd94947","br",-12,-4,1,245,"null",190462,"64e50b81e019272f8535c9c0",0,27,-29
"30","55a2fa33fdf99b073cd94947","br",-10,-25,1,252,"7214",197682,"64e50b81e019272f8535c9c0",0,4,-7
"31","55a2fa33fdf99b073cd94947","br",-11,16,1,284,"6739",204426,"64e50b81e019272f8535c9c0",0,-19,30
"32","55a2fa33fdf99b073cd94947","br",-8,-15,1,220,"5233",209666,"64e50b81e019272f8535c9c0",0,-5,10
"33","55a2fa33fdf99b073cd94947","br",-8,-16,1,210,"5612",215282,"64e50b81e019272f8535c9c0",0,-21,-22
"34","55a2fa33fdf99b073cd94947","br",-12,10,1,232,"null",223285,"64e50b81e019272f8535c9c0",0,18,5
"35","55a2fa33fdf99b073cd94947","br",-22,-22,1,229,"0",223290,"64e50b81e019272f8535c9c0",0,13,2
"36","55a2fa33fdf99b073cd94947","br",-11,-19,1,222,"5500",228793,"64e50b81e019272f8535c9c0",0,-2,6
"42","55a2fa33fdf99b073cd94947","pog",174,182,1,137,"4316",271017,"64e50b81e019272f8535c9c0",0,0,0
"43","55a2fa33fdf99b073cd94947","pog",187,153,1,155,"6796",277817,"64e50b81e019272f8535c9c0",0,0,0
"44","55a2fa33fdf99b073cd94947","pog",207,143,1,177,"7122",284946,"64e50b81e019272f8535c9c0",0,0,0
"45","55a2fa33fdf99b073cd94947","pog",196,120,1,161,"null",292948,"64e50b81e019272f8535c9c0",0,0,0
"46","55a2fa33fdf99b073cd94947","pog",146,146,1,140,"265",293217,"64e50b81e019272f8535c9c0",0,0,0
"47","55a2fa33fdf99b073cd94947","pog",224,140,1,191,"6421",299641,"64e50b81e019272f8535c9c0",0,0,0
"48","55a2fa33fdf99b073cd94947","pog",207,181,1,179,"4282",303929,"64e50b81e019272f8535c9c0",0,0,0
"49","55a2fa33fdf99b073cd94947","pog",171,153,1,142,"7636",311569,"64e50b81e019272f8535c9c0",0,0,0
"50","55a2fa33fdf99b073cd94947","pog",207,187,1,174,"4116",315689,"64e50b81e019272f8535c9c0",0,0,0
"51","55a2fa33fdf99b073cd94947","pog",207,137,1,176,"5453",321146,"64e50b81e019272f8535c9c0",0,0,0
"52","55a2fa33fdf99b073cd94947","pog",182,116,1,156,"6139",327289,"64e50b81e019272f8535c9c0",0,0,0
"53","55a2fa33fdf99b073cd94947","pog",158,124,1,130,"5564",332857,"64e50b81e019272f8535c9c0",0,0,0
"54","55a2fa33fdf99b073cd94947","pog",201,125,1,174,"6394",339258,"64e50b81e019272f8535c9c0",0,0,0
"55","55a2fa33fdf99b073cd94947","pog",224,152,1,194,"6034",345297,"64e50b81e019272f8535c9c0",0,0,0
"56","55a2fa33fdf99b073cd94947","pog",212,184,1,189,"4437",349738,"64e50b81e019272f8535c9c0",0,0,0
"64","55a2fa33fdf99b073cd94947","eb",22,27,1,25,"4790",402642,"64e50b81e019272f8535c9c0",NA,0,0
"65","55a2fa33fdf99b073cd94947","eb",26,31,1,30,"6374",409025,"64e50b81e019272f8535c9c0",NA,0,0
"66","55a2fa33fdf99b073cd94947","eb",24,44,1,25,"7376",416410,"64e50b81e019272f8535c9c0",NA,0,0
"67","55a2fa33fdf99b073cd94947","eb",27,48,1,30,"6149",422569,"64e50b81e019272f8535c9c0",NA,0,0
"68","55a2fa33fdf99b073cd94947","eb",29,27,1,34,"7764",430338,"64e50b81e019272f8535c9c0",NA,0,0
"69","55a2fa33fdf99b073cd94947","eb",49,45,1,51,"7102",437450,"64e50b81e019272f8535c9c0",NA,0,0
"70","55a2fa33fdf99b073cd94947","eb",46,35,1,52,"6018",443474,"64e50b81e019272f8535c9c0",NA,0,0
"71","55a2fa33fdf99b073cd94947","eb",31,36,1,34,"4120",447602,"64e50b81e019272f8535c9c0",NA,0,0
"72","55a2fa33fdf99b073cd94947","eb",23,32,1,25,"6756",454362,"64e50b81e019272f8535c9c0",NA,0,0
"73","55a2fa33fdf99b073cd94947","eb",32,25,1,34,"null",462366,"64e50b81e019272f8535c9c0",NA,0,0
"74","55a2fa33fdf99b073cd94947","eb",36,36,1,52,"30",462402,"64e50b81e019272f8535c9c0",NA,0,0
"75","55a2fa33fdf99b073cd94947","eb",44,36,1,47,"7899",470305,"64e50b81e019272f8535c9c0",NA,0,0
"76","55a2fa33fdf99b073cd94947","eb",42,41,1,46,"5539",475849,"64e50b81e019272f8535c9c0",NA,0,0
"77","55a2fa33fdf99b073cd94947","eb",22,31,1,24,"5180",481033,"64e50b81e019272f8535c9c0",NA,0,0
"78","55a2fa33fdf99b073cd94947","eb",52,44,1,54,"5847",486889,"64e50b81e019272f8535c9c0",NA,0,0
"84","55a2fa33fdf99b073cd94947","zol",-2.4,-0.6,2,NA,"6444",515884,"64e50b81e019272f8535c9c0",0,-15,29
"85","55a2fa33fdf99b073cd94947","zol",-3.38,-0.32,2,NA,"null",523890,"64e50b81e019272f8535c9c0",0,18,15
"86","55a2fa33fdf99b073cd94947","zol",-2.53,-0.07,2,NA,"6105",530010,"64e50b81e019272f8535c9c0",0,20,2
"87","55a2fa33fdf99b073cd94947","zol",-1.9,-0.2,2,NA,"4734",534754,"64e50b81e019272f8535c9c0",0,-17,-19
"88","55a2fa33fdf99b073cd94947","zol",-2.2,0.5,2,NA,"4578",539338,"64e50b81e019272f8535c9c0",0,8,-17
"89","55a2fa33fdf99b073cd94947","zol",-2.44,0.04,2,NA,"4999",544346,"64e50b81e019272f8535c9c0",0,-22,14
"90","55a2fa33fdf99b073cd94947","zol",-2.18,-0.72,2,NA,"4490",548843,"64e50b81e019272f8535c9c0",0,2,12
"91","55a2fa33fdf99b073cd94947","zol",-2.53,-0.17,2,NA,"6069",554922,"64e50b81e019272f8535c9c0",0,5,-1
"92","55a2fa33fdf99b073cd94947","zol",-2.51,-0.19,2,NA,"6414",561346,"64e50b81e019272f8535c9c0",0,-5,-16
"93","55a2fa33fdf99b073cd94947","zol",-2.37,-0.43,2,NA,"6471",567826,"64e50b81e019272f8535c9c0",0,16,-20
"94","55a2fa33fdf99b073cd94947","zol",-1.84,0.14,2,NA,"4184",572018,"64e50b81e019272f8535c9c0",0,-9,-26
"95","55a2fa33fdf99b073cd94947","zol",-1.63,0.73,2,NA,"5922",577947,"64e50b81e019272f8535c9c0",0,12,-8
"96","55a2fa33fdf99b073cd94947","zol",-1.8,-0.3,2,NA,"5304",583258,"64e50b81e019272f8535c9c0",0,-13,2
"97","55a2fa33fdf99b073cd94947","zol",-2.21,0.51,2,NA,"6005",589273,"64e50b81e019272f8535c9c0",0,-3,3
"98","55a2fa33fdf99b073cd94947","zol",-1.82,-0.68,2,NA,"5766",595049,"64e50b81e019272f8535c9c0",0,25,-7
"107","55a2fa33fdf99b073cd94947","pz",35,44,2,42,"6379",647153,"64e50b81e019272f8535c9c0",0,NA,NA
"108","55a2fa33fdf99b073cd94947","pz",20,24,2,25,"7076",654233,"64e50b81e019272f8535c9c0",0,NA,NA
"109","55a2fa33fdf99b073cd94947","pz",20,34,2,24,"4900",659138,"64e50b81e019272f8535c9c0",0,NA,NA
"110","55a2fa33fdf99b073cd94947","pz",22,36,2,25,"3956",663098,"64e50b81e019272f8535c9c0",0,NA,NA
"111","55a2fa33fdf99b073cd94947","pz",24,54,2,29,"5427",668531,"64e50b81e019272f8535c9c0",0,NA,NA
"112","55a2fa33fdf99b073cd94947","pz",22,23,2,30,"2595",671130,"64e50b81e019272f8535c9c0",0,NA,NA
"113","55a2fa33fdf99b073cd94947","pz",33,46,2,41,"5556",676690,"64e50b81e019272f8535c9c0",0,NA,NA
"114","55a2fa33fdf99b073cd94947","pz",33,31,2,46,"5721",682417,"64e50b81e019272f8535c9c0",0,NA,NA
"115","55a2fa33fdf99b073cd94947","pz",21,59,2,30,"null",690423,"64e50b81e019272f8535c9c0",0,NA,NA
"116","55a2fa33fdf99b073cd94947","pz",32,32,2,36,"178",690610,"64e50b81e019272f8535c9c0",0,NA,NA
"117","55a2fa33fdf99b073cd94947","pz",39,34,2,56,"5001",695618,"64e50b81e019272f8535c9c0",0,NA,NA
"118","55a2fa33fdf99b073cd94947","pz",14,26,2,20,"4249",699873,"64e50b81e019272f8535c9c0",0,NA,NA
"119","55a2fa33fdf99b073cd94947","pz",33,21,2,41,"5144",705026,"64e50b81e019272f8535c9c0",0,NA,NA
"120","55a2fa33fdf99b073cd94947","pz",21,47,2,22,"6089",711121,"64e50b81e019272f8535c9c0",0,NA,NA
"121","55a2fa33fdf99b073cd94947","pz",37,45,2,52,"5268",716393,"64e50b81e019272f8535c9c0",0,NA,NA
"128","55a2fa33fdf99b073cd94947","eb",32,43,2,27,"6016",754233,"64e50b81e019272f8535c9c0",NA,0,0
"129","55a2fa33fdf99b073cd94947","eb",43,34,2,36,"5667",759905,"64e50b81e019272f8535c9c0",NA,0,0
"130","55a2fa33fdf99b073cd94947","eb",53,38,2,48,"6688",766601,"64e50b81e019272f8535c9c0",NA,0,0
"131","55a2fa33fdf99b073cd94947","eb",47,54,2,36,"3292",769898,"64e50b81e019272f8535c9c0",NA,0,0
"132","55a2fa33fdf99b073cd94947","eb",59,30,2,49,"6785",776689,"64e50b81e019272f8535c9c0",NA,0,0
"133","55a2fa33fdf99b073cd94947","eb",45,43,2,35,"4465",781162,"64e50b81e019272f8535c9c0",NA,0,0
"134","55a2fa33fdf99b073cd94947","eb",31,29,2,24,"2729",783898,"64e50b81e019272f8535c9c0",NA,0,0
"135","55a2fa33fdf99b073cd94947","eb",49,31,2,42,"6738",790641,"64e50b81e019272f8535c9c0",NA,0,0
"136","55a2fa33fdf99b073cd94947","eb",48,35,2,41,"5904",796554,"64e50b81e019272f8535c9c0",NA,0,0
"137","55a2fa33fdf99b073cd94947","eb",29,53,2,25,"6125",802689,"64e50b81e019272f8535c9c0",NA,0,0
"138","55a2fa33fdf99b073cd94947","eb",29,43,2,25,"5303",808002,"64e50b81e019272f8535c9c0",NA,0,0
"139","55a2fa33fdf99b073cd94947","eb",61,40,2,54,"6667",814673,"64e50b81e019272f8535c9c0",NA,0,0
"140","55a2fa33fdf99b073cd94947","eb",57,39,2,53,"6128",820809,"64e50b81e019272f8535c9c0",NA,0,0
"141","55a2fa33fdf99b073cd94947","eb",36,43,2,32,"5176",825994,"64e50b81e019272f8535c9c0",NA,0,0
"142","55a2fa33fdf99b073cd94947","eb",49,48,2,45,"3944",829946,"64e50b81e019272f8535c9c0",NA,0,0
"147","55a2fa33fdf99b073cd94947","zol",0.83,0.67,1,NA,"6492",860002,"64e50b81e019272f8535c9c0",1,21,-10
"148","55a2fa33fdf99b073cd94947","zol",1.41,0.69,1,NA,"7218",867234,"64e50b81e019272f8535c9c0",1,-3,-30
"149","55a2fa33fdf99b073cd94947","zol",0.72,0.68,1,NA,"7233",874474,"64e50b81e019272f8535c9c0",1,-8,-10
"150","55a2fa33fdf99b073cd94947","zol",1.14,-0.64,1,NA,"4480",878963,"64e50b81e019272f8535c9c0",1,10,5
"151","55a2fa33fdf99b073cd94947","zol",1.16,0.54,1,NA,"4561",883530,"64e50b81e019272f8535c9c0",1,15,30
"152","55a2fa33fdf99b073cd94947","zol",-0.75,0.45,1,NA,"3162",886698,"64e50b81e019272f8535c9c0",1,-21,-5
"153","55a2fa33fdf99b073cd94947","zol",1.85,-0.35,1,NA,"null",894707,"64e50b81e019272f8535c9c0",1,-22,0
"154","55a2fa33fdf99b073cd94947","zol",-0.45,0.45,1,NA,"246",894962,"64e50b81e019272f8535c9c0",1,27,-12
"155","55a2fa33fdf99b073cd94947","zol",1.6,0.2,1,NA,"null",902969,"64e50b81e019272f8535c9c0",1,14,12
"156","55a2fa33fdf99b073cd94947","zol",-0.51,0.51,1,NA,"266",903241,"64e50b81e019272f8535c9c0",1,11,-23
"157","55a2fa33fdf99b073cd94947","zol",-0.47,-0.33,1,NA,"null",911249,"64e50b81e019272f8535c9c0",1,-3,18
"158","55a2fa33fdf99b073cd94947","zol",1,-0.2,1,NA,"2777",914034,"64e50b81e019272f8535c9c0",1,-19,15
"159","55a2fa33fdf99b073cd94947","zol",0.86,0.34,1,NA,"4625",918666,"64e50b81e019272f8535c9c0",1,5,5
"160","55a2fa33fdf99b073cd94947","zol",1.16,0.14,1,NA,"3442",922114,"64e50b81e019272f8535c9c0",1,-11,16
"161","55a2fa33fdf99b073cd94947","zol",0.9,0.4,1,NA,"2338",924458,"64e50b81e019272f8535c9c0",1,9,16
"165","55a2fa33fdf99b073cd94947","br",22,24,2,207,"3396",937746,"64e50b81e019272f8535c9c0",1,8,22
"166","55a2fa33fdf99b073cd94947","br",19,-28,2,274,"6573",944322,"64e50b81e019272f8535c9c0",1,-9,-14
"167","55a2fa33fdf99b073cd94947","br",12,9,2,238,"4195",948521,"64e50b81e019272f8535c9c0",1,-2,5
"168","55a2fa33fdf99b073cd94947","br",20,20,2,283,"4228",952754,"64e50b81e019272f8535c9c0",1,23,10
"169","55a2fa33fdf99b073cd94947","br",14,-5,2,221,"6124",958881,"64e50b81e019272f8535c9c0",1,0,14
"170","55a2fa33fdf99b073cd94947","br",17,-28,2,253,"5745",964634,"64e50b81e019272f8535c9c0",1,0,-14
"171","55a2fa33fdf99b073cd94947","br",20,21,2,282,"3395",968033,"64e50b81e019272f8535c9c0",1,-25,-12
"172","55a2fa33fdf99b073cd94947","br",19,19,2,259,"3476",971513,"64e50b81e019272f8535c9c0",1,28,-14
"173","55a2fa33fdf99b073cd94947","br",16,24,2,213,"4659",976178,"64e50b81e019272f8535c9c0",1,25,20
"174","55a2fa33fdf99b073cd94947","br",16,15,2,240,"4058",980241,"64e50b81e019272f8535c9c0",1,0,4
"175","55a2fa33fdf99b073cd94947","br",23,25,2,239,"3202",983449,"64e50b81e019272f8535c9c0",1,7,25
"176","55a2fa33fdf99b073cd94947","br",17,-22,2,238,"6490",989946,"64e50b81e019272f8535c9c0",1,-18,26
"177","55a2fa33fdf99b073cd94947","br",20,19,2,266,"4644",994594,"64e50b81e019272f8535c9c0",1,-8,6
"178","55a2fa33fdf99b073cd94947","br",16,12,2,292,"4024",998625,"64e50b81e019272f8535c9c0",1,-25,-16
"179","55a2fa33fdf99b073cd94947","br",15,-12,2,292,"6593",1005225,"64e50b81e019272f8535c9c0",1,24,26
"186","55a2fa33fdf99b073cd94947","pz",36,49,1,22,"3739",1047690,"64e50b81e019272f8535c9c0",1,NA,NA
"187","55a2fa33fdf99b073cd94947","pz",91,26,1,58,"7711",1055410,"64e50b81e019272f8535c9c0",1,NA,NA
"188","55a2fa33fdf99b073cd94947","pz",88,33,1,59,"7045",1062465,"64e50b81e019272f8535c9c0",1,NA,NA
"189","55a2fa33fdf99b073cd94947","pz",78,59,1,48,"5052",1067522,"64e50b81e019272f8535c9c0",1,NA,NA
"190","55a2fa33fdf99b073cd94947","pz",38,37,1,24,"4763",1072290,"64e50b81e019272f8535c9c0",1,NA,NA
"191","55a2fa33fdf99b073cd94947","pz",33,43,1,21,"6908",1079202,"64e50b81e019272f8535c9c0",1,NA,NA
"192","55a2fa33fdf99b073cd94947","pz",56,26,1,33,"5892",1085098,"64e50b81e019272f8535c9c0",1,NA,NA
"193","55a2fa33fdf99b073cd94947","pz",36,51,1,24,"null",1093102,"64e50b81e019272f8535c9c0",1,NA,NA
"194","55a2fa33fdf99b073cd94947","pz",50,50,1,32,"192",1093298,"64e50b81e019272f8535c9c0",1,NA,NA
"195","55a2fa33fdf99b073cd94947","pz",65,20,1,43,"7644",1100947,"64e50b81e019272f8535c9c0",1,NA,NA
"196","55a2fa33fdf99b073cd94947","pz",53,39,1,32,"5833",1106786,"64e50b81e019272f8535c9c0",1,NA,NA
"197","55a2fa33fdf99b073cd94947","pz",58,40,1,35,"5548",1112338,"64e50b81e019272f8535c9c0",1,NA,NA
"198","55a2fa33fdf99b073cd94947","pz",48,46,1,30,"5932",1118274,"64e50b81e019272f8535c9c0",1,NA,NA
"199","55a2fa33fdf99b073cd94947","pz",36,41,1,25,"6151",1124434,"64e50b81e019272f8535c9c0",1,NA,NA
"200","55a2fa33fdf99b073cd94947","pz",48,44,1,32,"3106",1127545,"64e50b81e019272f8535c9c0",1,NA,NA
"206","55a2fa33fdf99b073cd94947","pog",288,364,2,311,"4714",1148282,"64e50b81e019272f8535c9c0",1,0,0
"207","55a2fa33fdf99b073cd94947","pog",311,395,2,330,"5637",1153922,"64e50b81e019272f8535c9c0",1,0,0
"208","55a2fa33fdf99b073cd94947","pog",308,300,2,342,"3172",1157097,"64e50b81e019272f8535c9c0",1,0,0
"209","55a2fa33fdf99b073cd94947","pog",292,280,2,321,"3493",1160594,"64e50b81e019272f8535c9c0",1,0,0
"210","55a2fa33fdf99b073cd94947","pog",348,322,2,373,"6459",1167058,"64e50b81e019272f8535c9c0",1,0,0
"211","55a2fa33fdf99b073cd94947","pog",283,351,2,309,"7537",1174601,"64e50b81e019272f8535c9c0",1,0,0
"212","55a2fa33fdf99b073cd94947","pog",298,366,2,324,"null",1182606,"64e50b81e019272f8535c9c0",1,0,0
"213","55a2fa33fdf99b073cd94947","pog",371,371,2,362,"166",1182778,"64e50b81e019272f8535c9c0",1,0,0
"214","55a2fa33fdf99b073cd94947","pog",285,353,2,313,"null",1190788,"64e50b81e019272f8535c9c0",1,0,0
"215","55a2fa33fdf99b073cd94947","pog",342,322,2,374,"5530",1196322,"64e50b81e019272f8535c9c0",1,0,0
"216","55a2fa33fdf99b073cd94947","pog",330,394,2,373,"5253",1201579,"64e50b81e019272f8535c9c0",1,0,0
"217","55a2fa33fdf99b073cd94947","pog",312,400,2,343,"null",1209582,"64e50b81e019272f8535c9c0",1,0,0
"218","55a2fa33fdf99b073cd94947","pog",307,289,2,329,"5728",1215314,"64e50b81e019272f8535c9c0",1,0,0
"219","55a2fa33fdf99b073cd94947","pog",323,395,2,350,"null",1223320,"64e50b81e019272f8535c9c0",1,0,0
"220","55a2fa33fdf99b073cd94947","pog",337,367,2,358,"null",1231325,"64e50b81e019272f8535c9c0",1,0,0
"221","55a5f19bfdf99b28b5340d00","zol",-0.43,-0.67,2,NA,"null",2064675,"64e50290df62995c3043a679",0,26,-26
"231","55a5f19bfdf99b28b5340d00","zol",-0.78,0.38,2,NA,"6486",2071167,"64e50290df62995c3043a679",0,21,-1
"241","55a5f19bfdf99b28b5340d00","zol",-0.42,0.02,2,NA,"null",2079179,"64e50290df62995c3043a679",0,-28,-24
"251","55a5f19bfdf99b28b5340d00","zol",-0.36,-0.14,2,NA,"7695",2086896,"64e50290df62995c3043a679",0,-28,-10
"261","55a5f19bfdf99b28b5340d00","zol",-0.32,-0.18,2,NA,"null",2094908,"64e50290df62995c3043a679",0,29,-6
"271","55a5f19bfdf99b28b5340d00","zol",-0.14,-0.36,2,NA,"null",2102919,"64e50290df62995c3043a679",0,20,1
"281","55a5f19bfdf99b28b5340d00","zol",-0.35,-0.55,2,NA,"7533",2110474,"64e50290df62995c3043a679",0,-3,4
"291","55a5f19bfdf99b28b5340d00","zol",-0.58,0.48,2,NA,"null",2118490,"64e50290df62995c3043a679",0,15,-25
"301","55a5f19bfdf99b28b5340d00","zol",-0.8,0.2,2,NA,"null",2126496,"64e50290df62995c3043a679",0,14,-6
"311","55a5f19bfdf99b28b5340d00","zol",-0.46,-0.04,2,NA,"null",2134507,"64e50290df62995c3043a679",0,-18,-17
"321","55a5f19bfdf99b28b5340d00","zol",-0.67,-0.23,2,NA,"null",2142520,"64e50290df62995c3043a679",0,-11,17
"331","55a5f19bfdf99b28b5340d00","zol",-0.45,-0.55,2,NA,"6837",2149363,"64e50290df62995c3043a679",0,-23,25
"341","55a5f19bfdf99b28b5340d00","zol",-0.45,0.75,2,NA,"null",2157375,"64e50290df62995c3043a679",0,4,-4
"351","55a5f19bfdf99b28b5340d00","zol",-0.24,0.04,2,NA,"6289",2163687,"64e50290df62995c3043a679",0,-7,-24
"361","55a5f19bfdf99b28b5340d00","zol",-0.36,-0.14,2,NA,"6968",2170673,"64e50290df62995c3043a679",0,-4,-18
"451","55a5f19bfdf99b28b5340d00","pz",26,27,2,26,"6746",2255901,"64e50290df62995c3043a679",0,NA,NA
"461","55a5f19bfdf99b28b5340d00","pz",41,50,2,44,"4320",2260228,"64e50290df62995c3043a679",0,NA,NA
"471","55a5f19bfdf99b28b5340d00","pz",43,55,2,46,"5710",2265951,"64e50290df62995c3043a679",0,NA,NA
"481","55a5f19bfdf99b28b5340d00","pz",29,60,2,28,"null",2273957,"64e50290df62995c3043a679",0,NA,NA
"491","55a5f19bfdf99b28b5340d00","pz",49,51,2,50,"null",2281965,"64e50290df62995c3043a679",0,NA,NA
"501","55a5f19bfdf99b28b5340d00","pz",42,40,2,42,"6859",2288830,"64e50290df62995c3043a679",0,NA,NA
"511","55a5f19bfdf99b28b5340d00","pz",52,42,2,53,"5838",2294675,"64e50290df62995c3043a679",0,NA,NA
"521","55a5f19bfdf99b28b5340d00","pz",39,54,2,39,"5542",2300223,"64e50290df62995c3043a679",0,NA,NA
"531","55a5f19bfdf99b28b5340d00","pz",34,54,2,33,"5726",2305957,"64e50290df62995c3043a679",0,NA,NA
"541","55a5f19bfdf99b28b5340d00","pz",61,30,2,59,"7339",2313303,"64e50290df62995c3043a679",0,NA,NA
"551","55a5f19bfdf99b28b5340d00","pz",31,41,2,31,"2918",2316228,"64e50290df62995c3043a679",0,NA,NA
"561","55a5f19bfdf99b28b5340d00","pz",34,48,2,32,"3366",2319604,"64e50290df62995c3043a679",0,NA,NA
"57","55a5f19bfdf99b28b5340d00","pz",60,52,2,58,"6049",2325661,"64e50290df62995c3043a679",0,NA,NA
"58","55a5f19bfdf99b28b5340d00","pz",49,28,2,52,"5726",2331398,"64e50290df62995c3043a679",0,NA,NA
"59","55a5f19bfdf99b28b5340d00","pz",42,22,2,42,"4168",2335571,"64e50290df62995c3043a679",0,NA,NA
"671","55a5f19bfdf99b28b5340d00","eb",38,27,1,37,"3520",2376450,"64e50290df62995c3043a679",NA,0,0
"681","55a5f19bfdf99b28b5340d00","eb",36,32,1,36,"3588",2380043,"64e50290df62995c3043a679",NA,0,0
"691","55a5f19bfdf99b28b5340d00","eb",29,40,1,28,"6449",2386505,"64e50290df62995c3043a679",NA,0,0
"701","55a5f19bfdf99b28b5340d00","eb",34,25,1,33,"3797",2390306,"64e50290df62995c3043a679",NA,0,0
"711","55a5f19bfdf99b28b5340d00","eb",37,40,1,39,"5948",2396266,"64e50290df62995c3043a679",NA,0,0
"721","55a5f19bfdf99b28b5340d00","eb",25,26,1,26,"3187",2399460,"64e50290df62995c3043a679",NA,0,0
"731","55a5f19bfdf99b28b5340d00","eb",33,54,1,35,"5376",2404843,"64e50290df62995c3043a679",NA,0,0
"741","55a5f19bfdf99b28b5340d00","eb",33,33,1,34,"913",2405761,"64e50290df62995c3043a679",NA,0,0
"751","55a5f19bfdf99b28b5340d00","eb",40,26,1,40,"4577",2410342,"64e50290df62995c3043a679",NA,0,0
"761","55a5f19bfdf99b28b5340d00","eb",25,28,1,25,"4245",2414590,"64e50290df62995c3043a679",NA,0,0
"771","55a5f19bfdf99b28b5340d00","eb",42,26,1,42,"4405",2419004,"64e50290df62995c3043a679",NA,0,0
"781","55a5f19bfdf99b28b5340d00","eb",47,51,1,50,"3478",2422489,"64e50290df62995c3043a679",NA,0,0
"79","55a5f19bfdf99b28b5340d00","eb",38,45,1,41,"4973",2427471,"64e50290df62995c3043a679",NA,0,0
"80","55a5f19bfdf99b28b5340d00","eb",40,29,1,40,"2756",2430238,"64e50290df62995c3043a679",NA,0,0
"81","55a5f19bfdf99b28b5340d00","eb",44,29,1,43,"3601",2433846,"64e50290df62995c3043a679",NA,0,0
"871","55a5f19bfdf99b28b5340d00","pog",184,214,1,165,"4179",2467497,"64e50290df62995c3043a679",0,0,0
"881","55a5f19bfdf99b28b5340d00","pog",145,185,1,120,"null",2475502,"64e50290df62995c3043a679",0,0,0
"891","55a5f19bfdf99b28b5340d00","pog",148,124,1,133,"4863",2480376,"64e50290df62995c3043a679",0,0,0
"901","55a5f19bfdf99b28b5340d00","pog",157,151,1,142,"4485",2484867,"64e50290df62995c3043a679",0,0,0
"911","55a5f19bfdf99b28b5340d00","pog",195,175,1,184,"5016",2489895,"64e50290df62995c3043a679",0,0,0
"921","55a5f19bfdf99b28b5340d00","pog",184,128,1,166,"4335",2494237,"64e50290df62995c3043a679",0,0,0
"931","55a5f19bfdf99b28b5340d00","pog",211,117,1,197,"6231",2500473,"64e50290df62995c3043a679",0,0,0
"941","55a5f19bfdf99b28b5340d00","pog",214,188,1,196,"2322",2502801,"64e50290df62995c3043a679",0,0,0
"951","55a5f19bfdf99b28b5340d00","pog",188,150,1,174,"3020",2505826,"64e50290df62995c3043a679",0,0,0
"961","55a5f19bfdf99b28b5340d00","pog",145,219,1,124,"5984",2511822,"64e50290df62995c3043a679",0,0,0
"971","55a5f19bfdf99b28b5340d00","pog",210,136,1,190,"3056",2514883,"64e50290df62995c3043a679",0,0,0
"981","55a5f19bfdf99b28b5340d00","pog",161,195,1,139,"3954",2518843,"64e50290df62995c3043a679",0,0,0
"99","55a5f19bfdf99b28b5340d00","pog",165,105,1,147,"2537",2521391,"64e50290df62995c3043a679",0,0,0
"100","55a5f19bfdf99b28b5340d00","pog",178,150,1,159,"3831",2525230,"64e50290df62995c3043a679",0,0,0
"101","55a5f19bfdf99b28b5340d00","pog",181,145,1,165,"2518",2527753,"64e50290df62995c3043a679",0,0,0
"1071","55a5f19bfdf99b28b5340d00","br",-10,-13,1,239,"5885",2547067,"64e50290df62995c3043a679",0,29,4
"1081","55a5f19bfdf99b28b5340d00","br",-10,-7,1,203,"2760",2549839,"64e50290df62995c3043a679",0,-16,-25
"1091","55a5f19bfdf99b28b5340d00","br",-8,-9,1,201,"3676",2553522,"64e50290df62995c3043a679",0,0,-16
"1101","55a5f19bfdf99b28b5340d00","br",-7,11,1,249,"4110",2557639,"64e50290df62995c3043a679",0,24,19
"1111","55a5f19bfdf99b28b5340d00","br",-6,29,1,220,"3258",2560904,"64e50290df62995c3043a679",0,7,-7
"1121","55a5f19bfdf99b28b5340d00","br",-8,8,1,227,"2206",2563117,"64e50290df62995c3043a679",0,-24,-16
"1131","55a5f19bfdf99b28b5340d00","br",-6,-2,1,209,"3482",2566609,"64e50290df62995c3043a679",0,9,24
"1141","55a5f19bfdf99b28b5340d00","br",-11,8,1,228,"3355",2569977,"64e50290df62995c3043a679",0,20,-6
"1151","55a5f19bfdf99b28b5340d00","br",-10,29,1,239,"4747",2574737,"64e50290df62995c3043a679",0,-13,-29
"1161","55a5f19bfdf99b28b5340d00","br",-8,-6,1,249,"2299",2577043,"64e50290df62995c3043a679",0,-12,-11
"1171","55a5f19bfdf99b28b5340d00","br",-6,-12,1,283,"4219",2581273,"64e50290df62995c3043a679",0,-21,19
