"","pid","task","resp","start","version","parA","rt","time_elapsed","sid","block","jitterX","jitterY"
"10995","6108e0b9b254d1ce92a37b95","eb",57,33,2,52,"2577",467823,"64e50eea182c8b7bcff5bb70",NA,0,0
"11095","6108e0b9b254d1ce92a37b95","eb",39,43,2,32,"2111",469935,"64e50eea182c8b7bcff5bb70",NA,0,0
"11195","6108e0b9b254d1ce92a37b95","eb",45,24,2,41,"3638",473573,"64e50eea182c8b7bcff5bb70",NA,0,0
"11295","6108e0b9b254d1ce92a37b95","eb",45,42,2,44,"1434",475009,"64e50eea182c8b7bcff5bb70",NA,0,0
"11395","6108e0b9b254d1ce92a37b95","eb",57,38,2,53,"3576",478586,"64e50eea182c8b7bcff5bb70",NA,0,0
"11495","6108e0b9b254d1ce92a37b95","eb",41,54,2,34,"3411",481999,"64e50eea182c8b7bcff5bb70",NA,0,0
"11595","6108e0b9b254d1ce92a37b95","eb",34,37,2,29,"2534",484541,"64e50eea182c8b7bcff5bb70",NA,0,0
"11695","6108e0b9b254d1ce92a37b95","eb",38,41,2,29,"2193",486737,"64e50eea182c8b7bcff5bb70",NA,0,0
"11795","6108e0b9b254d1ce92a37b95","eb",43,41,2,34,"1992",488733,"64e50eea182c8b7bcff5bb70",NA,0,0
"11895","6108e0b9b254d1ce92a37b95","eb",42,42,2,35,"1441",490174,"64e50eea182c8b7bcff5bb70",NA,0,0
"11995","6108e0b9b254d1ce92a37b95","eb",41,38,2,37,"2336",492510,"64e50eea182c8b7bcff5bb70",NA,0,0
"12095","6108e0b9b254d1ce92a37b95","eb",28,28,2,24,"3745",496258,"64e50eea182c8b7bcff5bb70",NA,0,0
"12195","6108e0b9b254d1ce92a37b95","eb",46,46,2,40,"2019",498277,"64e50eea182c8b7bcff5bb70",NA,0,0
"12636","6108e0b9b254d1ce92a37b95","zol",-1.68,-0.32,2,NA,"3835",518737,"64e50eea182c8b7bcff5bb70",1,10,-19
"12752","6108e0b9b254d1ce92a37b95","zol",-1.36,-0.34,2,NA,"2251",520991,"64e50eea182c8b7bcff5bb70",1,7,0
"12895","6108e0b9b254d1ce92a37b95","zol",-0.89,-0.51,2,NA,"2512",523503,"64e50eea182c8b7bcff5bb70",1,29,-2
"12995","6108e0b9b254d1ce92a37b95","zol",-1.94,-0.16,2,NA,"2948",526454,"64e50eea182c8b7bcff5bb70",1,23,19
"13095","6108e0b9b254d1ce92a37b95","zol",-0.75,-0.65,2,NA,"5118",531573,"64e50eea182c8b7bcff5bb70",1,17,26
"13195","6108e0b9b254d1ce92a37b95","zol",-0.78,-0.72,2,NA,"5466",537040,"64e50eea182c8b7bcff5bb70",1,-26,30
"13295","6108e0b9b254d1ce92a37b95","zol",-0.56,0.66,2,NA,"4908",541948,"64e50eea182c8b7bcff5bb70",1,11,-5
"13395","6108e0b9b254d1ce92a37b95","zol",-0.61,-0.19,2,NA,"2338",544288,"64e50eea182c8b7bcff5bb70",1,-20,27
"13495","6108e0b9b254d1ce92a37b95","zol",-0.95,-0.75,2,NA,"3517",547806,"64e50eea182c8b7bcff5bb70",1,-8,29
"13595","6108e0b9b254d1ce92a37b95","zol",-0.59,0.09,2,NA,"4589",552396,"64e50eea182c8b7bcff5bb70",1,-17,-21
"13695","6108e0b9b254d1ce92a37b95","zol",-1.13,0.03,2,NA,"2347",554744,"64e50eea182c8b7bcff5bb70",1,5,-2
"13795","6108e0b9b254d1ce92a37b95","zol",-1.31,-0.09,2,NA,"5671",560415,"64e50eea182c8b7bcff5bb70",1,16,16
"13895","6108e0b9b254d1ce92a37b95","zol",-0.96,0.46,2,NA,"7620",568038,"64e50eea182c8b7bcff5bb70",1,-24,-27
"13995","6108e0b9b254d1ce92a37b95","zol",-1.3,-0.5,2,NA,"3982",572023,"64e50eea182c8b7bcff5bb70",1,7,18
"14082","6108e0b9b254d1ce92a37b95","zol",-0.86,-0.64,2,NA,"6037",578065,"64e50eea182c8b7bcff5bb70",1,25,-25
"14765","6108e0b9b254d1ce92a37b95","eb",28,28,1,42,"2019",592212,"64e50eea182c8b7bcff5bb70",NA,0,0
"14884","6108e0b9b254d1ce92a37b95","eb",42,34,1,51,"2807",595019,"64e50eea182c8b7bcff5bb70",NA,0,0
"14995","6108e0b9b254d1ce92a37b95","eb",37,35,1,51,"2640",597661,"64e50eea182c8b7bcff5bb70",NA,0,0
"15095","6108e0b9b254d1ce92a37b95","eb",25,25,1,28,"1801",599465,"64e50eea182c8b7bcff5bb70",NA,0,0
"15195","6108e0b9b254d1ce92a37b95","eb",37,33,1,54,"2968",602433,"64e50eea182c8b7bcff5bb70",NA,0,0
"15295","6108e0b9b254d1ce92a37b95","eb",36,40,1,49,"3815",606251,"64e50eea182c8b7bcff5bb70",NA,0,0
"15395","6108e0b9b254d1ce92a37b95","eb",41,54,1,54,"4035",610288,"64e50eea182c8b7bcff5bb70",NA,0,0
"15495","6108e0b9b254d1ce92a37b95","eb",26,35,1,27,"3406",613694,"64e50eea182c8b7bcff5bb70",NA,0,0
"15595","6108e0b9b254d1ce92a37b95","eb",26,46,1,26,"2915",616610,"64e50eea182c8b7bcff5bb70",NA,0,0
"15695","6108e0b9b254d1ce92a37b95","eb",24,28,1,25,"1727",618338,"64e50eea182c8b7bcff5bb70",NA,0,0
"15795","6108e0b9b254d1ce92a37b95","eb",27,29,1,27,"1280",619619,"64e50eea182c8b7bcff5bb70",NA,0,0
"15895","6108e0b9b254d1ce92a37b95","eb",28,48,1,32,"3759",623380,"64e50eea182c8b7bcff5bb70",NA,0,0
"15985","6108e0b9b254d1ce92a37b95","eb",33,41,1,52,"2768",626150,"64e50eea182c8b7bcff5bb70",NA,0,0
"16076","6108e0b9b254d1ce92a37b95","eb",37,36,1,54,"1594",627746,"64e50eea182c8b7bcff5bb70",NA,0,0
"16155","6108e0b9b254d1ce92a37b95","eb",36,36,1,45,"1796",629546,"64e50eea182c8b7bcff5bb70",NA,0,0
"16533","6108e0b9b254d1ce92a37b95","br",-9,20,1,244,"2036",635643,"64e50eea182c8b7bcff5bb70",1,26,25
"16644","6108e0b9b254d1ce92a37b95","br",-8,11,1,295,"1727",637371,"64e50eea182c8b7bcff5bb70",1,24,14
"16768","6108e0b9b254d1ce92a37b95","br",-4,7,1,242,"1663",639035,"64e50eea182c8b7bcff5bb70",1,-10,16
"16882","6108e0b9b254d1ce92a37b95","br",-3,-3,1,283,"1335",640372,"64e50eea182c8b7bcff5bb70",1,-10,-3
"16995","6108e0b9b254d1ce92a37b95","br",-11,-5,1,257,"1356",641736,"64e50eea182c8b7bcff5bb70",1,4,-19
"17095","6108e0b9b254d1ce92a37b95","br",-3,0,1,292,"1494",643234,"64e50eea182c8b7bcff5bb70",1,-19,-22
"17195","6108e0b9b254d1ce92a37b95","br",-5,-2,1,254,"2757",645993,"64e50eea182c8b7bcff5bb70",1,0,15
"17295","6108e0b9b254d1ce92a37b95","br",-9,3,1,272,"2498",648491,"64e50eea182c8b7bcff5bb70",1,-28,6
"17395","6108e0b9b254d1ce92a37b95","br",3,15,1,231,"1774",650266,"64e50eea182c8b7bcff5bb70",1,19,-29
"17495","6108e0b9b254d1ce92a37b95","br",-8,-16,1,288,"1794",652062,"64e50eea182c8b7bcff5bb70",1,-13,-13
"17595","6108e0b9b254d1ce92a37b95","br",-9,-3,1,211,"1581",653643,"64e50eea182c8b7bcff5bb70",1,-14,26
"17695","6108e0b9b254d1ce92a37b95","br",2,24,1,204,"2219",655864,"64e50eea182c8b7bcff5bb70",1,14,-12
"17795","6108e0b9b254d1ce92a37b95","br",-9,-25,1,225,"2437",658301,"64e50eea182c8b7bcff5bb70",1,-20,17
"17895","6108e0b9b254d1ce92a37b95","br",-4,-26,1,296,"2084",660388,"64e50eea182c8b7bcff5bb70",1,18,-12
"17984","6108e0b9b254d1ce92a37b95","br",-4,-4,1,206,"1757",662150,"64e50eea182c8b7bcff5bb70",1,-25,-30
"18532","6108e0b9b254d1ce92a37b95","pog",193,143,1,177,"2129",674824,"64e50eea182c8b7bcff5bb70",1,0,0
"18656","6108e0b9b254d1ce92a37b95","pog",201,177,1,185,"1956",676781,"64e50eea182c8b7bcff5bb70",1,0,0
"18771","6108e0b9b254d1ce92a37b95","pog",210,214,1,184,"1528",678311,"64e50eea182c8b7bcff5bb70",1,0,0
"18895","6108e0b9b254d1ce92a37b95","pog",190,212,1,170,"1698",680010,"64e50eea182c8b7bcff5bb70",1,0,0
"18995","6108e0b9b254d1ce92a37b95","pog",182,206,1,170,"1411",681422,"64e50eea182c8b7bcff5bb70",1,0,0
"19095","6108e0b9b254d1ce92a37b95","pog",203,105,1,191,"3276",684701,"64e50eea182c8b7bcff5bb70",1,0,0
"19195","6108e0b9b254d1ce92a37b95","pog",166,100,1,149,"2645",687346,"64e50eea182c8b7bcff5bb70",1,0,0
"19295","6108e0b9b254d1ce92a37b95","pog",158,124,1,132,"1783",689131,"64e50eea182c8b7bcff5bb70",1,0,0
"19395","6108e0b9b254d1ce92a37b95","pog",164,148,1,142,"3226",692358,"64e50eea182c8b7bcff5bb70",1,0,0
"19495","6108e0b9b254d1ce92a37b95","pog",179,147,1,167,"2029",694388,"64e50eea182c8b7bcff5bb70",1,0,0
"19595","6108e0b9b254d1ce92a37b95","pog",164,182,1,153,"1939",696328,"64e50eea182c8b7bcff5bb70",1,0,0
"19695","6108e0b9b254d1ce92a37b95","pog",215,209,1,196,"2118",698447,"64e50eea182c8b7bcff5bb70",1,0,0
"19795","6108e0b9b254d1ce92a37b95","pog",220,112,1,200,"3163",701613,"64e50eea182c8b7bcff5bb70",1,0,0
"19895","6108e0b9b254d1ce92a37b95","pog",198,218,1,175,"1264",702880,"64e50eea182c8b7bcff5bb70",1,0,0
"19995","6108e0b9b254d1ce92a37b95","pog",147,139,1,132,"1728",704611,"64e50eea182c8b7bcff5bb70",1,0,0
"20695","6108e0b9b254d1ce92a37b95","pz",17,36,2,23,"3995",722174,"64e50eea182c8b7bcff5bb70",1,NA,NA
"20795","6108e0b9b254d1ce92a37b95","pz",47,49,2,58,"1880",724056,"64e50eea182c8b7bcff5bb70",1,NA,NA
"20895","6108e0b9b254d1ce92a37b95","pz",50,53,2,54,"1361",725420,"64e50eea182c8b7bcff5bb70",1,NA,NA
"20995","6108e0b9b254d1ce92a37b95","pz",20,20,2,25,"2497",727918,"64e50eea182c8b7bcff5bb70",1,NA,NA
"21095","6108e0b9b254d1ce92a37b95","pz",27,22,2,46,"2140",730058,"64e50eea182c8b7bcff5bb70",1,NA,NA
"21195","6108e0b9b254d1ce92a37b95","pz",16,27,2,22,"1950",732010,"64e50eea182c8b7bcff5bb70",1,NA,NA
"21295","6108e0b9b254d1ce92a37b95","pz",27,40,2,30,"2056",734066,"64e50eea182c8b7bcff5bb70",1,NA,NA
"21395","6108e0b9b254d1ce92a37b95","pz",44,56,2,53,"1839",735906,"64e50eea182c8b7bcff5bb70",1,NA,NA
"21495","6108e0b9b254d1ce92a37b95","pz",21,23,2,25,"1931",737838,"64e50eea182c8b7bcff5bb70",1,NA,NA
"21595","6108e0b9b254d1ce92a37b95","pz",19,21,2,24,"1891",739732,"64e50eea182c8b7bcff5bb70",1,NA,NA
"21695","6108e0b9b254d1ce92a37b95","pz",36,44,2,40,"2234",741969,"64e50eea182c8b7bcff5bb70",1,NA,NA
"21795","6108e0b9b254d1ce92a37b95","pz",24,20,2,33,"1871",743839,"64e50eea182c8b7bcff5bb70",1,NA,NA
"21895","6108e0b9b254d1ce92a37b95","pz",37,35,2,52,"1893",745732,"64e50eea182c8b7bcff5bb70",1,NA,NA
"21995","6108e0b9b254d1ce92a37b95","pz",39,36,2,51,"1322",747056,"64e50eea182c8b7bcff5bb70",1,NA,NA
"22095","6108e0b9b254d1ce92a37b95","pz",42,52,2,49,"2890",749947,"64e50eea182c8b7bcff5bb70",1,NA,NA
"2254","6132e1c8bab771d0d0f6f3e9","zol",-17.05,-0.55,1,NA,"null",289346,"64de81b20235d278246b0bd3",0,-20,-9
"2354","6132e1c8bab771d0d0f6f3e9","zol",-0.5,0.4,1,NA,"3651",293008,"64de81b20235d278246b0bd3",0,28,27
"2474","6132e1c8bab771d0d0f6f3e9","zol",-0.21,0.21,1,NA,"2018",295032,"64de81b20235d278246b0bd3",0,20,1
"2596","6132e1c8bab771d0d0f6f3e9","zol",-7.07999999999999,0.28,1,NA,"null",303043,"64de81b20235d278246b0bd3",0,-7,24
"2696","6132e1c8bab771d0d0f6f3e9","zol",-7.75999999999999,-0.04,1,NA,"6055",309105,"64de81b20235d278246b0bd3",0,-4,-22
"2796","6132e1c8bab771d0d0f6f3e9","zol",-6.94999999999999,0.45,1,NA,"4913",314024,"64de81b20235d278246b0bd3",0,29,0
"2896","6132e1c8bab771d0d0f6f3e9","zol",-8.26999999999999,-0.23,1,NA,"6173",320203,"64de81b20235d278246b0bd3",0,15,-8
"2996","6132e1c8bab771d0d0f6f3e9","zol",-8.28999999999999,-0.21,1,NA,"null",328210,"64de81b20235d278246b0bd3",0,1,3
"3096","6132e1c8bab771d0d0f6f3e9","zol",-0.56,0.56,1,NA,"931",329144,"64de81b20235d278246b0bd3",0,9,-17
"3196","6132e1c8bab771d0d0f6f3e9","zol",-7.39999999999999,-0.4,1,NA,"5322",334468,"64de81b20235d278246b0bd3",0,-18,14
"3296","6132e1c8bab771d0d0f6f3e9","zol",-6.59999999999999,0,1,NA,"null",342482,"64de81b20235d278246b0bd3",0,-5,-19
"3396","6132e1c8bab771d0d0f6f3e9","zol",-0.2,0,1,NA,"5597",348086,"64de81b20235d278246b0bd3",0,17,-11
"3496","6132e1c8bab771d0d0f6f3e9","zol",-7.26999999999999,-0.23,1,NA,"5030",353122,"64de81b20235d278246b0bd3",0,-23,19
"3596","6132e1c8bab771d0d0f6f3e9","zol",-7.02999999999999,0.53,1,NA,"5914",359041,"64de81b20235d278246b0bd3",0,18,21
"3696","6132e1c8bab771d0d0f6f3e9","zol",-7.41999999999999,-0.28,1,NA,"4708",363754,"64de81b20235d278246b0bd3",0,7,-11
"4230","6132e1c8bab771d0d0f6f3e9","br",19,22,2,208,"null",416378,"64de81b20235d278246b0bd3",0,24,20
"4330","6132e1c8bab771d0d0f6f3e9","br",-10,-10,2,233,"2807",419189,"64de81b20235d278246b0bd3",0,-3,5
"4457","6132e1c8bab771d0d0f6f3e9","br",21,26,2,261,"6291",425484,"64de81b20235d278246b0bd3",0,-3,11
"4585","6132e1c8bab771d0d0f6f3e9","br",20,-24,2,246,"7154",432641,"64de81b20235d278246b0bd3",0,-7,12
"4685","6132e1c8bab771d0d0f6f3e9","br",11,9,2,252,"7036",439680,"64de81b20235d278246b0bd3",0,-15,30
"4796","6132e1c8bab771d0d0f6f3e9","br",9,6,2,272,"4529",444214,"64de81b20235d278246b0bd3",0,7,-12
"4896","6132e1c8bab771d0d0f6f3e9","br",11,7,2,283,"4438",448655,"64de81b20235d278246b0bd3",0,-11,-5
"4996","6132e1c8bab771d0d0f6f3e9","br",13,-14,2,261,"5787",454446,"64de81b20235d278246b0bd3",0,-20,3
"5096","6132e1c8bab771d0d0f6f3e9","br",18,-9,2,265,"7406",461856,"64de81b20235d278246b0bd3",0,-23,10
"5196","6132e1c8bab771d0d0f6f3e9","br",23,3,2,216,"4250",466112,"64de81b20235d278246b0bd3",0,24,24
"5296","6132e1c8bab771d0d0f6f3e9","br",15,15,2,269,"3555",469671,"64de81b20235d278246b0bd3",0,25,17
"5396","6132e1c8bab771d0d0f6f3e9","br",17,-12,2,258,"3688",473364,"64de81b20235d278246b0bd3",0,25,-23
"5496","6132e1c8bab771d0d0f6f3e9","br",18,18,2,269,"1965",475346,"64de81b20235d278246b0bd3",0,3,-14
"5596","6132e1c8bab771d0d0f6f3e9","br",23,-13,2,268,"2967",478317,"64de81b20235d278246b0bd3",0,-16,5
"5696","6132e1c8bab771d0d0f6f3e9","br",17,16,2,293,"3482",481801,"64de81b20235d278246b0bd3",0,-6,17
"6565","6132e1c8bab771d0d0f6f3e9","pz",70,35,1,37,"4220",544517,"64de81b20235d278246b0bd3",0,NA,NA
"6665","6132e1c8bab771d0d0f6f3e9","pz",53,37,1,24,"4254",548775,"64de81b20235d278246b0bd3",0,NA,NA
"6796","6132e1c8bab771d0d0f6f3e9","pz",37,43,1,20,"4294",553073,"64de81b20235d278246b0bd3",0,NA,NA
"6896","6132e1c8bab771d0d0f6f3e9","pz",71,49,1,39,"6148",559227,"64de81b20235d278246b0bd3",0,NA,NA
"6996","6132e1c8bab771d0d0f6f3e9","pz",60,60,1,44,"1417",560648,"64de81b20235d278246b0bd3",0,NA,NA
"7096","6132e1c8bab771d0d0f6f3e9","pz",48,22,1,25,"4629",565280,"64de81b20235d278246b0bd3",0,NA,NA
"7196","6132e1c8bab771d0d0f6f3e9","pz",53,24,1,25,"5091",570376,"64de81b20235d278246b0bd3",0,NA,NA
"7296","6132e1c8bab771d0d0f6f3e9","pz",80,51,1,43,"3100",573480,"64de81b20235d278246b0bd3",0,NA,NA
"7396","6132e1c8bab771d0d0f6f3e9","pz",85,38,1,50,"4268",577752,"64de81b20235d278246b0bd3",0,NA,NA
"7496","6132e1c8bab771d0d0f6f3e9","pz",89,49,1,47,"3982",581741,"64de81b20235d278246b0bd3",0,NA,NA
"7596","6132e1c8bab771d0d0f6f3e9","pz",103,30,1,43,"6628",588374,"64de81b20235d278246b0bd3",0,NA,NA
"7696","6132e1c8bab771d0d0f6f3e9","pz",61,45,1,37,"5413",593791,"64de81b20235d278246b0bd3",0,NA,NA
"7785","6132e1c8bab771d0d0f6f3e9","pz",58,20,1,31,"null",601803,"64de81b20235d278246b0bd3",0,NA,NA
"7885","6132e1c8bab771d0d0f6f3e9","pz",30,31,1,26,"851",602660,"64de81b20235d278246b0bd3",0,NA,NA
"7957","6132e1c8bab771d0d0f6f3e9","pz",56,20,1,33,"null",610666,"64de81b20235d278246b0bd3",0,NA,NA
"8539","6132e1c8bab771d0d0f6f3e9","pog",344,360,2,362,"6164",664689,"64de81b20235d278246b0bd3",0,0,0
"8639","6132e1c8bab771d0d0f6f3e9","pog",319,307,2,340,"7541",672235,"64de81b20235d278246b0bd3",0,0,0
"8796","6132e1c8bab771d0d0f6f3e9","pog",357,397,2,378,"3987",676227,"64de81b20235d278246b0bd3",0,0,0
"8896","6132e1c8bab771d0d0f6f3e9","pog",329,363,2,339,"4605",680835,"64de81b20235d278246b0bd3",0,0,0
"8996","6132e1c8bab771d0d0f6f3e9","pog",339,285,2,362,"null",688842,"64de81b20235d278246b0bd3",0,0,0
"9096","6132e1c8bab771d0d0f6f3e9","pog",334,334,2,363,"765",689608,"64de81b20235d278246b0bd3",0,0,0
"9196","6132e1c8bab771d0d0f6f3e9","pog",307,351,2,336,"3386",692998,"64de81b20235d278246b0bd3",0,0,0
"9296","6132e1c8bab771d0d0f6f3e9","pog",338,374,2,375,"5096",698099,"64de81b20235d278246b0bd3",0,0,0
"9396","6132e1c8bab771d0d0f6f3e9","pog",260,348,2,320,"5717",703822,"64de81b20235d278246b0bd3",0,0,0
"9496","6132e1c8bab771d0d0f6f3e9","pog",333,367,2,364,"3126",706951,"64de81b20235d278246b0bd3",0,0,0
"9596","6132e1c8bab771d0d0f6f3e9","pog",311,311,2,339,"2893",709848,"64de81b20235d278246b0bd3",0,0,0
"9696","6132e1c8bab771d0d0f6f3e9","pog",310,326,2,328,"5915",715768,"64de81b20235d278246b0bd3",0,0,0
"9796","6132e1c8bab771d0d0f6f3e9","pog",304,382,2,310,"6046",721817,"64de81b20235d278246b0bd3",0,0,0
"9896","6132e1c8bab771d0d0f6f3e9","pog",321,379,2,321,"5271",727092,"64de81b20235d278246b0bd3",0,0,0
"9977","6132e1c8bab771d0d0f6f3e9","pog",335,395,2,362,"3264",730359,"64de81b20235d278246b0bd3",0,0,0
"10796","6132e1c8bab771d0d0f6f3e9","eb",19,39,1,24,"7280",790298,"64de81b20235d278246b0bd3",NA,0,0
"10896","6132e1c8bab771d0d0f6f3e9","eb",23,30,1,32,"null",798308,"64de81b20235d278246b0bd3",NA,0,0
"10996","6132e1c8bab771d0d0f6f3e9","eb",25,51,1,36,"5437",803748,"64de81b20235d278246b0bd3",NA,0,0
"11096","6132e1c8bab771d0d0f6f3e9","eb",27,52,1,31,"4318",808071,"64de81b20235d278246b0bd3",NA,0,0
"11196","6132e1c8bab771d0d0f6f3e9","eb",44,51,1,46,"4891",812966,"64de81b20235d278246b0bd3",NA,0,0
"11296","6132e1c8bab771d0d0f6f3e9","eb",30,38,1,37,"4139",817108,"64de81b20235d278246b0bd3",NA,0,0
"11396","6132e1c8bab771d0d0f6f3e9","eb",37,27,1,42,"7215",824330,"64de81b20235d278246b0bd3",NA,0,0
"11496","6132e1c8bab771d0d0f6f3e9","eb",38,42,1,47,"4627",828963,"64de81b20235d278246b0bd3",NA,0,0
"11596","6132e1c8bab771d0d0f6f3e9","eb",26,51,1,26,"6115",835083,"64de81b20235d278246b0bd3",NA,0,0
"11696","6132e1c8bab771d0d0f6f3e9","eb",33,35,1,44,"7010",842098,"64de81b20235d278246b0bd3",NA,0,0
"11796","6132e1c8bab771d0d0f6f3e9","eb",37,29,1,48,"4874",846978,"64de81b20235d278246b0bd3",NA,0,0
"11896","6132e1c8bab771d0d0f6f3e9","eb",40,42,1,49,"4675",851659,"64de81b20235d278246b0bd3",NA,0,0
"11996","6132e1c8bab771d0d0f6f3e9","eb",55,42,1,54,"3797",855462,"64de81b20235d278246b0bd3",NA,0,0
"12096","6132e1c8bab771d0d0f6f3e9","eb",32,41,1,36,"6218",861683,"64de81b20235d278246b0bd3",NA,0,0
"12196","6132e1c8bab771d0d0f6f3e9","eb",52,40,1,53,"6634",868321,"64de81b20235d278246b0bd3",NA,0,0
"12513","6132e1c8bab771d0d0f6f3e9","br",-12,-24,1,224,"null",900995,"64de81b20235d278246b0bd3",1,-7,-4
"12637","6132e1c8bab771d0d0f6f3e9","br",-21,-21,1,217,"1524",902522,"64de81b20235d278246b0bd3",1,13,29
"12753","6132e1c8bab771d0d0f6f3e9","br",-15,-10,1,204,"5923",908452,"64de81b20235d278246b0bd3",1,-2,13
"12896","6132e1c8bab771d0d0f6f3e9","br",-14,-23,1,245,"5791",914247,"64de81b20235d278246b0bd3",1,28,11
"12996","6132e1c8bab771d0d0f6f3e9","br",3,21,1,281,"null",922256,"64de81b20235d278246b0bd3",1,-29,-5
"13096","6132e1c8bab771d0d0f6f3e9","br",-12,14,1,298,"3370",925630,"64de81b20235d278246b0bd3",1,1,-11
"13196","6132e1c8bab771d0d0f6f3e9","br",-10,-25,1,286,"4860",930493,"64de81b20235d278246b0bd3",1,-22,-30
"13296","6132e1c8bab771d0d0f6f3e9","br",-14,-28,1,277,"3947",934445,"64de81b20235d278246b0bd3",1,-29,-30
"13396","6132e1c8bab771d0d0f6f3e9","br",-4,1,1,294,"null",942450,"64de81b20235d278246b0bd3",1,-6,2
"13496","6132e1c8bab771d0d0f6f3e9","br",-17,-16,1,211,"5294",947746,"64de81b20235d278246b0bd3",1,7,27
"13596","6132e1c8bab771d0d0f6f3e9","br",-18,-18,1,214,"2249",949999,"64de81b20235d278246b0bd3",1,-16,4
"13696","6132e1c8bab771d0d0f6f3e9","br",-14,3,1,266,"5162",955163,"64de81b20235d278246b0bd3",1,-3,8
"13796","6132e1c8bab771d0d0f6f3e9","br",-9,0,1,218,"4772",959938,"64de81b20235d278246b0bd3",1,3,12
"13896","6132e1c8bab771d0d0f6f3e9","br",-16,7,1,293,"5712",965653,"64de81b20235d278246b0bd3",1,4,13
"13996","6132e1c8bab771d0d0f6f3e9","br",-15,-24,1,223,"5250",970910,"64de81b20235d278246b0bd3",1,-14,14
"14410","6132e1c8bab771d0d0f6f3e9","zol",-7.14999999999999,-0.75,2,NA,"4894",1000723,"64de81b20235d278246b0bd3",1,30,-10
"14519","6132e1c8bab771d0d0f6f3e9","zol",0.58,-0.48,2,NA,"5019",1005747,"64de81b20235d278246b0bd3",1,-16,27
"14640","6132e1c8bab771d0d0f6f3e9","zol",-7.15999999999999,0.56,2,NA,"4617",1010373,"64de81b20235d278246b0bd3",1,-22,-27
"14766","6132e1c8bab771d0d0f6f3e9","zol",-7.53999999999999,-0.66,2,NA,"4794",1015172,"64de81b20235d278246b0bd3",1,-19,14
"14885","6132e1c8bab771d0d0f6f3e9","zol",-7.69999999999999,0.2,2,NA,"7732",1022910,"64de81b20235d278246b0bd3",1,-29,-9
"14996","6132e1c8bab771d0d0f6f3e9","zol",-7.38999999999999,-0.71,2,NA,"4919",1027832,"64de81b20235d278246b0bd3",1,-22,-4
"15096","6132e1c8bab771d0d0f6f3e9","zol",-8.01999999999999,-0.28,2,NA,"5045",1032884,"64de81b20235d278246b0bd3",1,-17,-23
"15196","6132e1c8bab771d0d0f6f3e9","zol",-7.53999999999999,-0.06,2,NA,"5158",1038050,"64de81b20235d278246b0bd3",1,1,26
"15296","6132e1c8bab771d0d0f6f3e9","zol",-7.52999999999999,0.03,2,NA,"null",1046058,"64de81b20235d278246b0bd3",1,26,22
"15396","6132e1c8bab771d0d0f6f3e9","zol",-7.75999999999999,0.66,2,NA,"null",1054066,"64de81b20235d278246b0bd3",1,17,28
"15496","6132e1c8bab771d0d0f6f3e9","zol",-8.04999999999999,0.65,2,NA,"7507",1061581,"64de81b20235d278246b0bd3",1,-4,28
"15596","6132e1c8bab771d0d0f6f3e9","zol",-7.07999999999999,-0.52,2,NA,"6253",1067841,"64de81b20235d278246b0bd3",1,-27,-20
"15696","6132e1c8bab771d0d0f6f3e9","zol",-7.30999999999999,0.41,2,NA,"4173",1072019,"64de81b20235d278246b0bd3",1,14,3
"15796","6132e1c8bab771d0d0f6f3e9","zol",-7.27999999999999,0.38,2,NA,"4003",1076027,"64de81b20235d278246b0bd3",1,0,9
"15896","6132e1c8bab771d0d0f6f3e9","zol",-7.78999999999999,0.19,2,NA,"4204",1080239,"64de81b20235d278246b0bd3",1,24,16
"16534","6132e1c8bab771d0d0f6f3e9","pz",-69,28,2,43,"7175",1122393,"64de81b20235d278246b0bd3",1,NA,NA
"16645","6132e1c8bab771d0d0f6f3e9","pz",19,50,2,27,"3975",1126374,"64de81b20235d278246b0bd3",1,NA,NA
"16769","6132e1c8bab771d0d0f6f3e9","pz",36,29,2,39,"6107",1132485,"64de81b20235d278246b0bd3",1,NA,NA
"16883","6132e1c8bab771d0d0f6f3e9","pz",54,52,2,21,"null",1140490,"64de81b20235d278246b0bd3",1,NA,NA
"16996","6132e1c8bab771d0d0f6f3e9","pz",21,39,2,58,"1118",1141611,"64de81b20235d278246b0bd3",1,NA,NA
"17096","6132e1c8bab771d0d0f6f3e9","pz",25,52,2,41,"3398",1145016,"64de81b20235d278246b0bd3",1,NA,NA
"17196","6132e1c8bab771d0d0f6f3e9","pz",32,41,2,54,"2967",1147987,"64de81b20235d278246b0bd3",1,NA,NA
"17296","6132e1c8bab771d0d0f6f3e9","pz",31,46,2,57,"2781",1150771,"64de81b20235d278246b0bd3",1,NA,NA
"17396","6132e1c8bab771d0d0f6f3e9","pz",22,43,2,53,"3933",1154709,"64de81b20235d278246b0bd3",1,NA,NA
"17496","6132e1c8bab771d0d0f6f3e9","pz",19,41,2,28,"6404",1161119,"64de81b20235d278246b0bd3",1,NA,NA
"17596","6132e1c8bab771d0d0f6f3e9","pz",24,50,2,56,"3647",1164770,"64de81b20235d278246b0bd3",1,NA,NA
"17696","6132e1c8bab771d0d0f6f3e9","pz",51,29,2,48,"3956",1168731,"64de81b20235d278246b0bd3",1,NA,NA
"17796","6132e1c8bab771d0d0f6f3e9","pz",33,52,2,46,"5915",1174650,"64de81b20235d278246b0bd3",1,NA,NA
"17896","6132e1c8bab771d0d0f6f3e9","pz",27,41,2,35,"2652",1177306,"64de81b20235d278246b0bd3",1,NA,NA
