"X","task","resp","start","version","parA","rt","time_elapsed","sid","block","jitterX","jitterY","sub","trial","y"
22,"br",-11,14,1,217,8000,153501,"64e50b81e019272f8535c9c0",1,-8,24,1,1,0.0506912442396313
23,"br",25,25,1,234,248,153753,"64e50b81e019272f8535c9c0",1,-30,8,1,2,-0.106837606837607
24,"br",-16,20,1,250,6444,160201,"64e50b81e019272f8535c9c0",1,-9,21,1,3,0.064
25,"br",-11,-13,1,251,5289,165497,"64e50b81e019272f8535c9c0",1,-20,-18,1,4,0.0438247011952191
26,"br",-9,-4,1,207,6132,171634,"64e50b81e019272f8535c9c0",1,25,21,1,5,0.0434782608695652
27,"br",-10,-11,1,276,6019,177658,"64e50b81e019272f8535c9c0",1,-29,-11,1,6,0.036231884057971
28,"br",-13,-13,1,245,4793,182457,"64e50b81e019272f8535c9c0",1,-3,-25,1,7,0.0530612244897959
29,"br",-12,-4,1,245,8000,190462,"64e50b81e019272f8535c9c0",1,27,-29,1,8,0.0489795918367347
30,"br",-10,-25,1,252,7214,197682,"64e50b81e019272f8535c9c0",1,4,-7,1,9,0.0396825396825397
31,"br",-11,16,1,284,6739,204426,"64e50b81e019272f8535c9c0",1,-19,30,1,10,0.0387323943661972
32,"br",-8,-15,1,220,5233,209666,"64e50b81e019272f8535c9c0",1,-5,10,1,11,0.0363636363636364
33,"br",-8,-16,1,210,5612,215282,"64e50b81e019272f8535c9c0",1,-21,-22,1,12,0.0380952380952381
34,"br",-12,10,1,232,8000,223285,"64e50b81e019272f8535c9c0",1,18,5,1,13,0.0517241379310345
35,"br",-22,-22,1,229,0,223290,"64e50b81e019272f8535c9c0",1,13,2,1,14,0.0960698689956332
36,"br",-11,-19,1,222,5500,228793,"64e50b81e019272f8535c9c0",1,-2,6,1,15,0.0495495495495495
42,"pog",174,182,1,137,4316,271017,"64e50b81e019272f8535c9c0",1,0,0,1,1,37
43,"pog",187,153,1,155,6796,277817,"64e50b81e019272f8535c9c0",1,0,0,1,2,32
44,"pog",207,143,1,177,7122,284946,"64e50b81e019272f8535c9c0",1,0,0,1,3,30
45,"pog",196,120,1,161,8000,292948,"64e50b81e019272f8535c9c0",1,0,0,1,4,35
46,"pog",146,146,1,140,265,293217,"64e50b81e019272f8535c9c0",1,0,0,1,5,6
47,"pog",224,140,1,191,6421,299641,"64e50b81e019272f8535c9c0",1,0,0,1,6,33
48,"pog",207,181,1,179,4282,303929,"64e50b81e019272f8535c9c0",1,0,0,1,7,28
49,"pog",171,153,1,142,7636,311569,"64e50b81e019272f8535c9c0",1,0,0,1,8,29
50,"pog",207,187,1,174,4116,315689,"64e50b81e019272f8535c9c0",1,0,0,1,9,33
51,"pog",207,137,1,176,5453,321146,"64e50b81e019272f8535c9c0",1,0,0,1,10,31
52,"pog",182,116,1,156,6139,327289,"64e50b81e019272f8535c9c0",1,0,0,1,11,26
53,"pog",158,124,1,130,5564,332857,"64e50b81e019272f8535c9c0",1,0,0,1,12,28
54,"pog",201,125,1,174,6394,339258,"64e50b81e019272f8535c9c0",1,0,0,1,13,27
55,"pog",224,152,1,194,6034,345297,"64e50b81e019272f8535c9c0",1,0,0,1,14,30
56,"pog",212,184,1,189,4437,349738,"64e50b81e019272f8535c9c0",1,0,0,1,15,23
64,"eb",22,27,1,25,4790,402642,"64e50b81e019272f8535c9c0",1,0,0,1,1,0.12
65,"eb",26,31,1,30,6374,409025,"64e50b81e019272f8535c9c0",1,0,0,1,2,0.133333333333333
66,"eb",24,44,1,25,7376,416410,"64e50b81e019272f8535c9c0",1,0,0,1,3,0.04
67,"eb",27,48,1,30,6149,422569,"64e50b81e019272f8535c9c0",1,0,0,1,4,0.1
68,"eb",29,27,1,34,7764,430338,"64e50b81e019272f8535c9c0",1,0,0,1,5,0.147058823529412
69,"eb",49,45,1,51,7102,437450,"64e50b81e019272f8535c9c0",1,0,0,1,6,0.0392156862745098
70,"eb",46,35,1,52,6018,443474,"64e50b81e019272f8535c9c0",1,0,0,1,7,0.115384615384615
71,"eb",31,36,1,34,4120,447602,"64e50b81e019272f8535c9c0",1,0,0,1,8,0.0882352941176471
72,"eb",23,32,1,25,6756,454362,"64e50b81e019272f8535c9c0",1,0,0,1,9,0.08
73,"eb",32,25,1,34,8000,462366,"64e50b81e019272f8535c9c0",1,0,0,1,10,0.0588235294117647
74,"eb",36,36,1,52,30,462402,"64e50b81e019272f8535c9c0",1,0,0,1,11,0.307692307692308
75,"eb",44,36,1,47,7899,470305,"64e50b81e019272f8535c9c0",1,0,0,1,12,0.0638297872340425
76,"eb",42,41,1,46,5539,475849,"64e50b81e019272f8535c9c0",1,0,0,1,13,0.0869565217391304
77,"eb",22,31,1,24,5180,481033,"64e50b81e019272f8535c9c0",1,0,0,1,14,0.0833333333333333
78,"eb",52,44,1,54,5847,486889,"64e50b81e019272f8535c9c0",1,0,0,1,15,0.037037037037037
84,"zol",-2.4,-0.6,2,NA,6444,515884,"64e50b81e019272f8535c9c0",1,-15,29,1,1,2.4
85,"zol",-3.38,-0.32,2,NA,8000,523890,"64e50b81e019272f8535c9c0",1,18,15,1,2,3.38
86,"zol",-2.53,-0.07,2,NA,6105,530010,"64e50b81e019272f8535c9c0",1,20,2,1,3,2.53
87,"zol",-1.9,-0.2,2,NA,4734,534754,"64e50b81e019272f8535c9c0",1,-17,-19,1,4,1.9
88,"zol",-2.2,0.5,2,NA,4578,539338,"64e50b81e019272f8535c9c0",1,8,-17,1,5,2.2
89,"zol",-2.44,0.04,2,NA,4999,544346,"64e50b81e019272f8535c9c0",1,-22,14,1,6,2.44
90,"zol",-2.18,-0.72,2,NA,4490,548843,"64e50b81e019272f8535c9c0",1,2,12,1,7,2.18
91,"zol",-2.53,-0.17,2,NA,6069,554922,"64e50b81e019272f8535c9c0",1,5,-1,1,8,2.53
92,"zol",-2.51,-0.19,2,NA,6414,561346,"64e50b81e019272f8535c9c0",1,-5,-16,1,9,2.51
93,"zol",-2.37,-0.43,2,NA,6471,567826,"64e50b81e019272f8535c9c0",1,16,-20,1,10,2.37
94,"zol",-1.84,0.14,2,NA,4184,572018,"64e50b81e019272f8535c9c0",1,-9,-26,1,11,1.84
95,"zol",-1.63,0.73,2,NA,5922,577947,"64e50b81e019272f8535c9c0",1,12,-8,1,12,1.63
96,"zol",-1.8,-0.3,2,NA,5304,583258,"64e50b81e019272f8535c9c0",1,-13,2,1,13,1.8
97,"zol",-2.21,0.51,2,NA,6005,589273,"64e50b81e019272f8535c9c0",1,-3,3,1,14,2.21
98,"zol",-1.82,-0.68,2,NA,5766,595049,"64e50b81e019272f8535c9c0",1,25,-7,1,15,1.82
107,"pz",35,44,2,42,6379,647153,"64e50b81e019272f8535c9c0",1,NA,NA,1,1,0.166666666666667
108,"pz",20,24,2,25,7076,654233,"64e50b81e019272f8535c9c0",1,NA,NA,1,2,0.2
109,"pz",20,34,2,24,4900,659138,"64e50b81e019272f8535c9c0",1,NA,NA,1,3,0.166666666666667
110,"pz",22,36,2,25,3956,663098,"64e50b81e019272f8535c9c0",1,NA,NA,1,4,0.12
111,"pz",24,54,2,29,5427,668531,"64e50b81e019272f8535c9c0",1,NA,NA,1,5,0.172413793103448
112,"pz",22,23,2,30,2595,671130,"64e50b81e019272f8535c9c0",1,NA,NA,1,6,0.266666666666667
113,"pz",33,46,2,41,5556,676690,"64e50b81e019272f8535c9c0",1,NA,NA,1,7,0.195121951219512
114,"pz",33,31,2,46,5721,682417,"64e50b81e019272f8535c9c0",1,NA,NA,1,8,0.282608695652174
115,"pz",21,59,2,30,8000,690423,"64e50b81e019272f8535c9c0",1,NA,NA,1,9,0.3
116,"pz",32,32,2,36,178,690610,"64e50b81e019272f8535c9c0",1,NA,NA,1,10,0.111111111111111
117,"pz",39,34,2,56,5001,695618,"64e50b81e019272f8535c9c0",1,NA,NA,1,11,0.303571428571429
118,"pz",14,26,2,20,4249,699873,"64e50b81e019272f8535c9c0",1,NA,NA,1,12,0.3
119,"pz",33,21,2,41,5144,705026,"64e50b81e019272f8535c9c0",1,NA,NA,1,13,0.195121951219512
120,"pz",21,47,2,22,6089,711121,"64e50b81e019272f8535c9c0",1,NA,NA,1,14,0.0454545454545455
121,"pz",37,45,2,52,5268,716393,"64e50b81e019272f8535c9c0",1,NA,NA,1,15,0.288461538461538
128,"eb",32,43,2,27,6016,754233,"64e50b81e019272f8535c9c0",2,0,0,1,1,0.185185185185185
129,"eb",43,34,2,36,5667,759905,"64e50b81e019272f8535c9c0",2,0,0,1,2,0.194444444444444
130,"eb",53,38,2,48,6688,766601,"64e50b81e019272f8535c9c0",2,0,0,1,3,0.104166666666667
131,"eb",47,54,2,36,3292,769898,"64e50b81e019272f8535c9c0",2,0,0,1,4,0.305555555555556
132,"eb",59,30,2,49,6785,776689,"64e50b81e019272f8535c9c0",2,0,0,1,5,0.204081632653061
133,"eb",45,43,2,35,4465,781162,"64e50b81e019272f8535c9c0",2,0,0,1,6,0.285714285714286
134,"eb",31,29,2,24,2729,783898,"64e50b81e019272f8535c9c0",2,0,0,1,7,0.291666666666667
135,"eb",49,31,2,42,6738,790641,"64e50b81e019272f8535c9c0",2,0,0,1,8,0.166666666666667
136,"eb",48,35,2,41,5904,796554,"64e50b81e019272f8535c9c0",2,0,0,1,9,0.170731707317073
137,"eb",29,53,2,25,6125,802689,"64e50b81e019272f8535c9c0",2,0,0,1,10,0.16
138,"eb",29,43,2,25,5303,808002,"64e50b81e019272f8535c9c0",2,0,0,1,11,0.16
139,"eb",61,40,2,54,6667,814673,"64e50b81e019272f8535c9c0",2,0,0,1,12,0.12962962962963
140,"eb",57,39,2,53,6128,820809,"64e50b81e019272f8535c9c0",2,0,0,1,13,0.0754716981132075
141,"eb",36,43,2,32,5176,825994,"64e50b81e019272f8535c9c0",2,0,0,1,14,0.125
142,"eb",49,48,2,45,3944,829946,"64e50b81e019272f8535c9c0",2,0,0,1,15,0.0888888888888889
147,"zol",0.83,0.67,1,NA,6492,860002,"64e50b81e019272f8535c9c0",2,21,-10,1,1,0.83
148,"zol",1.41,0.69,1,NA,7218,867234,"64e50b81e019272f8535c9c0",2,-3,-30,1,2,1.41
149,"zol",0.72,0.68,1,NA,7233,874474,"64e50b81e019272f8535c9c0",2,-8,-10,1,3,0.72
150,"zol",1.14,-0.64,1,NA,4480,878963,"64e50b81e019272f8535c9c0",2,10,5,1,4,1.14
151,"zol",1.16,0.54,1,NA,4561,883530,"64e50b81e019272f8535c9c0",2,15,30,1,5,1.16
152,"zol",-0.75,0.45,1,NA,3162,886698,"64e50b81e019272f8535c9c0",2,-21,-5,1,6,-0.75
153,"zol",1.85,-0.35,1,NA,8000,894707,"64e50b81e019272f8535c9c0",2,-22,0,1,7,1.85
154,"zol",-0.45,0.45,1,NA,246,894962,"64e50b81e019272f8535c9c0",2,27,-12,1,8,-0.45
155,"zol",1.6,0.2,1,NA,8000,902969,"64e50b81e019272f8535c9c0",2,14,12,1,9,1.6
156,"zol",-0.51,0.51,1,NA,266,903241,"64e50b81e019272f8535c9c0",2,11,-23,1,10,-0.51
157,"zol",-0.47,-0.33,1,NA,8000,911249,"64e50b81e019272f8535c9c0",2,-3,18,1,11,-0.47
158,"zol",1,-0.2,1,NA,2777,914034,"64e50b81e019272f8535c9c0",2,-19,15,1,12,1
159,"zol",0.86,0.34,1,NA,4625,918666,"64e50b81e019272f8535c9c0",2,5,5,1,13,0.86
160,"zol",1.16,0.14,1,NA,3442,922114,"64e50b81e019272f8535c9c0",2,-11,16,1,14,1.16
161,"zol",0.9,0.4,1,NA,2338,924458,"64e50b81e019272f8535c9c0",2,9,16,1,15,0.9
165,"br",22,24,2,207,3396,937746,"64e50b81e019272f8535c9c0",2,8,22,1,1,0.106280193236715
166,"br",19,-28,2,274,6573,944322,"64e50b81e019272f8535c9c0",2,-9,-14,1,2,0.0693430656934307
167,"br",12,9,2,238,4195,948521,"64e50b81e019272f8535c9c0",2,-2,5,1,3,0.0504201680672269
168,"br",20,20,2,283,4228,952754,"64e50b81e019272f8535c9c0",2,23,10,1,4,0.0706713780918728
169,"br",14,-5,2,221,6124,958881,"64e50b81e019272f8535c9c0",2,0,14,1,5,0.0633484162895928
170,"br",17,-28,2,253,5745,964634,"64e50b81e019272f8535c9c0",2,0,-14,1,6,0.0671936758893281
171,"br",20,21,2,282,3395,968033,"64e50b81e019272f8535c9c0",2,-25,-12,1,7,0.0709219858156028
172,"br",19,19,2,259,3476,971513,"64e50b81e019272f8535c9c0",2,28,-14,1,8,0.0733590733590734
173,"br",16,24,2,213,4659,976178,"64e50b81e019272f8535c9c0",2,25,20,1,9,0.0751173708920188
174,"br",16,15,2,240,4058,980241,"64e50b81e019272f8535c9c0",2,0,4,1,10,0.0666666666666667
175,"br",23,25,2,239,3202,983449,"64e50b81e019272f8535c9c0",2,7,25,1,11,0.096234309623431
176,"br",17,-22,2,238,6490,989946,"64e50b81e019272f8535c9c0",2,-18,26,1,12,0.0714285714285714
177,"br",20,19,2,266,4644,994594,"64e50b81e019272f8535c9c0",2,-8,6,1,13,0.075187969924812
178,"br",16,12,2,292,4024,998625,"64e50b81e019272f8535c9c0",2,-25,-16,1,14,0.0547945205479452
179,"br",15,-12,2,292,6593,1005225,"64e50b81e019272f8535c9c0",2,24,26,1,15,0.0513698630136986
186,"pz",36,49,1,22,3739,1047690,"64e50b81e019272f8535c9c0",2,NA,NA,1,1,0.636363636363636
187,"pz",91,26,1,58,7711,1055410,"64e50b81e019272f8535c9c0",2,NA,NA,1,2,0.568965517241379
188,"pz",88,33,1,59,7045,1062465,"64e50b81e019272f8535c9c0",2,NA,NA,1,3,0.491525423728814
189,"pz",78,59,1,48,5052,1067522,"64e50b81e019272f8535c9c0",2,NA,NA,1,4,0.625
190,"pz",38,37,1,24,4763,1072290,"64e50b81e019272f8535c9c0",2,NA,NA,1,5,0.583333333333333
191,"pz",33,43,1,21,6908,1079202,"64e50b81e019272f8535c9c0",2,NA,NA,1,6,0.571428571428571
192,"pz",56,26,1,33,5892,1085098,"64e50b81e019272f8535c9c0",2,NA,NA,1,7,0.696969696969697
193,"pz",36,51,1,24,8000,1093102,"64e50b81e019272f8535c9c0",2,NA,NA,1,8,0.5
194,"pz",50,50,1,32,192,1093298,"64e50b81e019272f8535c9c0",2,NA,NA,1,9,0.5625
195,"pz",65,20,1,43,7644,1100947,"64e50b81e019272f8535c9c0",2,NA,NA,1,10,0.511627906976744
196,"pz",53,39,1,32,5833,1106786,"64e50b81e019272f8535c9c0",2,NA,NA,1,11,0.65625
197,"pz",58,40,1,35,5548,1112338,"64e50b81e019272f8535c9c0",2,NA,NA,1,12,0.657142857142857
198,"pz",48,46,1,30,5932,1118274,"64e50b81e019272f8535c9c0",2,NA,NA,1,13,0.6
199,"pz",36,41,1,25,6151,1124434,"64e50b81e019272f8535c9c0",2,NA,NA,1,14,0.44
200,"pz",48,44,1,32,3106,1127545,"64e50b81e019272f8535c9c0",2,NA,NA,1,15,0.5
206,"pog",288,364,2,311,4714,1148282,"64e50b81e019272f8535c9c0",2,0,0,1,1,23
207,"pog",311,395,2,330,5637,1153922,"64e50b81e019272f8535c9c0",2,0,0,1,2,19
208,"pog",308,300,2,342,3172,1157097,"64e50b81e019272f8535c9c0",2,0,0,1,3,34
209,"pog",292,280,2,321,3493,1160594,"64e50b81e019272f8535c9c0",2,0,0,1,4,29
210,"pog",348,322,2,373,6459,1167058,"64e50b81e019272f8535c9c0",2,0,0,1,5,25
211,"pog",283,351,2,309,7537,1174601,"64e50b81e019272f8535c9c0",2,0,0,1,6,26
212,"pog",298,366,2,324,8000,1182606,"64e50b81e019272f8535c9c0",2,0,0,1,7,26
213,"pog",371,371,2,362,166,1182778,"64e50b81e019272f8535c9c0",2,0,0,1,8,-9
214,"pog",285,353,2,313,8000,1190788,"64e50b81e019272f8535c9c0",2,0,0,1,9,28
215,"pog",342,322,2,374,5530,1196322,"64e50b81e019272f8535c9c0",2,0,0,1,10,32
216,"pog",330,394,2,373,5253,1201579,"64e50b81e019272f8535c9c0",2,0,0,1,11,43
217,"pog",312,400,2,343,8000,1209582,"64e50b81e019272f8535c9c0",2,0,0,1,12,31
218,"pog",307,289,2,329,5728,1215314,"64e50b81e019272f8535c9c0",2,0,0,1,13,22
219,"pog",323,395,2,350,8000,1223320,"64e50b81e019272f8535c9c0",2,0,0,1,14,27
220,"pog",337,367,2,358,8000,1231325,"64e50b81e019272f8535c9c0",2,0,0,1,15,21
221,"zol",-0.43,-0.67,2,NA,8000,2064675,"64e50290df62995c3043a679",1,26,-26,2,1,0.43
231,"zol",-0.78,0.38,2,NA,6486,2071167,"64e50290df62995c3043a679",1,21,-1,2,2,0.78
241,"zol",-0.42,0.02,2,NA,8000,2079179,"64e50290df62995c3043a679",1,-28,-24,2,3,0.42
251,"zol",-0.36,-0.14,2,NA,7695,2086896,"64e50290df62995c3043a679",1,-28,-10,2,4,0.36
261,"zol",-0.32,-0.18,2,NA,8000,2094908,"64e50290df62995c3043a679",1,29,-6,2,5,0.32
271,"zol",-0.14,-0.36,2,NA,8000,2102919,"64e50290df62995c3043a679",1,20,1,2,6,0.14
281,"zol",-0.35,-0.55,2,NA,7533,2110474,"64e50290df62995c3043a679",1,-3,4,2,7,0.35
291,"zol",-0.58,0.48,2,NA,8000,2118490,"64e50290df62995c3043a679",1,15,-25,2,8,0.58
301,"zol",-0.8,0.2,2,NA,8000,2126496,"64e50290df62995c3043a679",1,14,-6,2,9,0.8
311,"zol",-0.46,-0.04,2,NA,8000,2134507,"64e50290df62995c3043a679",1,-18,-17,2,10,0.46
321,"zol",-0.67,-0.23,2,NA,8000,2142520,"64e50290df62995c3043a679",1,-11,17,2,11,0.67
331,"zol",-0.45,-0.55,2,NA,6837,2149363,"64e50290df62995c3043a679",1,-23,25,2,12,0.45
341,"zol",-0.45,0.75,2,NA,8000,2157375,"64e50290df62995c3043a679",1,4,-4,2,13,0.45
351,"zol",-0.24,0.04,2,NA,6289,2163687,"64e50290df62995c3043a679",1,-7,-24,2,14,0.24
361,"zol",-0.36,-0.14,2,NA,6968,2170673,"64e50290df62995c3043a679",1,-4,-18,2,15,0.36
451,"pz",26,27,2,26,6746,2255901,"64e50290df62995c3043a679",1,NA,NA,2,1,0
461,"pz",41,50,2,44,4320,2260228,"64e50290df62995c3043a679",1,NA,NA,2,2,0.0681818181818182
471,"pz",43,55,2,46,5710,2265951,"64e50290df62995c3043a679",1,NA,NA,2,3,0.0652173913043478
481,"pz",29,60,2,28,8000,2273957,"64e50290df62995c3043a679",1,NA,NA,2,4,-0.0357142857142857
491,"pz",49,51,2,50,8000,2281965,"64e50290df62995c3043a679",1,NA,NA,2,5,0.02
501,"pz",42,40,2,42,6859,2288830,"64e50290df62995c3043a679",1,NA,NA,2,6,0
511,"pz",52,42,2,53,5838,2294675,"64e50290df62995c3043a679",1,NA,NA,2,7,0.0188679245283019
521,"pz",39,54,2,39,5542,2300223,"64e50290df62995c3043a679",1,NA,NA,2,8,0
531,"pz",34,54,2,33,5726,2305957,"64e50290df62995c3043a679",1,NA,NA,2,9,-0.0303030303030303
541,"pz",61,30,2,59,7339,2313303,"64e50290df62995c3043a679",1,NA,NA,2,10,-0.0338983050847458
551,"pz",31,41,2,31,2918,2316228,"64e50290df62995c3043a679",1,NA,NA,2,11,0
561,"pz",34,48,2,32,3366,2319604,"64e50290df62995c3043a679",1,NA,NA,2,12,-0.0625
57,"pz",60,52,2,58,6049,2325661,"64e50290df62995c3043a679",1,NA,NA,2,13,-0.0344827586206897
58,"pz",49,28,2,52,5726,2331398,"64e50290df62995c3043a679",1,NA,NA,2,14,0.0576923076923077
59,"pz",42,22,2,42,4168,2335571,"64e50290df62995c3043a679",1,NA,NA,2,15,0
671,"eb",38,27,1,37,3520,2376450,"64e50290df62995c3043a679",1,0,0,2,1,-0.027027027027027
681,"eb",36,32,1,36,3588,2380043,"64e50290df62995c3043a679",1,0,0,2,2,0
691,"eb",29,40,1,28,6449,2386505,"64e50290df62995c3043a679",1,0,0,2,3,-0.0357142857142857
701,"eb",34,25,1,33,3797,2390306,"64e50290df62995c3043a679",1,0,0,2,4,-0.0303030303030303
711,"eb",37,40,1,39,5948,2396266,"64e50290df62995c3043a679",1,0,0,2,5,0.0512820512820513
721,"eb",25,26,1,26,3187,2399460,"64e50290df62995c3043a679",1,0,0,2,6,0.0384615384615385
731,"eb",33,54,1,35,5376,2404843,"64e50290df62995c3043a679",1,0,0,2,7,0.0571428571428571
741,"eb",33,33,1,34,913,2405761,"64e50290df62995c3043a679",1,0,0,2,8,0.0294117647058824
751,"eb",40,26,1,40,4577,2410342,"64e50290df62995c3043a679",1,0,0,2,9,0
761,"eb",25,28,1,25,4245,2414590,"64e50290df62995c3043a679",1,0,0,2,10,0
771,"eb",42,26,1,42,4405,2419004,"64e50290df62995c3043a679",1,0,0,2,11,0
781,"eb",47,51,1,50,3478,2422489,"64e50290df62995c3043a679",1,0,0,2,12,0.06
79,"eb",38,45,1,41,4973,2427471,"64e50290df62995c3043a679",1,0,0,2,13,0.0731707317073171
80,"eb",40,29,1,40,2756,2430238,"64e50290df62995c3043a679",1,0,0,2,14,0
81,"eb",44,29,1,43,3601,2433846,"64e50290df62995c3043a679",1,0,0,2,15,-0.0232558139534884
871,"pog",184,214,1,165,4179,2467497,"64e50290df62995c3043a679",1,0,0,2,1,19
881,"pog",145,185,1,120,8000,2475502,"64e50290df62995c3043a679",1,0,0,2,2,25
891,"pog",148,124,1,133,4863,2480376,"64e50290df62995c3043a679",1,0,0,2,3,15
901,"pog",157,151,1,142,4485,2484867,"64e50290df62995c3043a679",1,0,0,2,4,15
911,"pog",195,175,1,184,5016,2489895,"64e50290df62995c3043a679",1,0,0,2,5,11
921,"pog",184,128,1,166,4335,2494237,"64e50290df62995c3043a679",1,0,0,2,6,18
931,"pog",211,117,1,197,6231,2500473,"64e50290df62995c3043a679",1,0,0,2,7,14
941,"pog",214,188,1,196,2322,2502801,"64e50290df62995c3043a679",1,0,0,2,8,18
951,"pog",188,150,1,174,3020,2505826,"64e50290df62995c3043a679",1,0,0,2,9,14
961,"pog",145,219,1,124,5984,2511822,"64e50290df62995c3043a679",1,0,0,2,10,21
971,"pog",210,136,1,190,3056,2514883,"64e50290df62995c3043a679",1,0,0,2,11,20
981,"pog",161,195,1,139,3954,2518843,"64e50290df62995c3043a679",1,0,0,2,12,22
99,"pog",165,105,1,147,2537,2521391,"64e50290df62995c3043a679",1,0,0,2,13,18
100,"pog",178,150,1,159,3831,2525230,"64e50290df62995c3043a679",1,0,0,2,14,19
101,"pog",181,145,1,165,2518,2527753,"64e50290df62995c3043a679",1,0,0,2,15,16
1071,"br",-10,-13,1,239,5885,2547067,"64e50290df62995c3043a679",1,29,4,2,1,0.0418410041841004
1081,"br",-10,-7,1,203,2760,2549839,"64e50290df62995c3043a679",1,-16,-25,2,2,0.0492610837438424
1091,"br",-8,-9,1,201,3676,2553522,"64e50290df62995c3043a679",1,0,-16,2,3,0.0398009950248756
1101,"br",-7,11,1,249,4110,2557639,"64e50290df62995c3043a679",1,24,19,2,4,0.0281124497991968
1111,"br",-6,29,1,220,3258,2560904,"64e50290df62995c3043a679",1,7,-7,2,5,0.0272727272727273
1121,"br",-8,8,1,227,2206,2563117,"64e50290df62995c3043a679",1,-24,-16,2,6,0.0352422907488987
1131,"br",-6,-2,1,209,3482,2566609,"64e50290df62995c3043a679",1,9,24,2,7,0.0287081339712919
1141,"br",-11,8,1,228,3355,2569977,"64e50290df62995c3043a679",1,20,-6,2,8,0.0482456140350877
1151,"br",-10,29,1,239,4747,2574737,"64e50290df62995c3043a679",1,-13,-29,2,9,0.0418410041841004
1161,"br",-8,-6,1,249,2299,2577043,"64e50290df62995c3043a679",1,-12,-11,2,10,0.0321285140562249
1171,"br",-6,-12,1,283,4219,2581273,"64e50290df62995c3043a679",1,-21,19,2,11,0.0212014134275618
1181,"br",-6,8,1,273,2526,2583811,"64e50290df62995c3043a679",1,-16,-29,2,12,0.021978021978022
1191,"br",-6,12,1,284,1827,2585648,"64e50290df62995c3043a679",1,-4,21,2,13,0.0211267605633803
1201,"br",-13,1,1,285,2206,2587860,"64e50290df62995c3043a679",1,-13,14,2,14,0.0456140350877193
1211,"br",-7,24,1,237,3451,2591321,"64e50290df62995c3043a679",1,16,-7,2,15,0.029535864978903
1281,"pz",51,46,1,45,2710,2626229,"64e50290df62995c3043a679",2,NA,NA,2,1,0.133333333333333
1291,"pz",27,60,1,22,5402,2631642,"64e50290df62995c3043a679",2,NA,NA,2,2,0.227272727272727
1301,"pz",59,59,1,49,4651,2636305,"64e50290df62995c3043a679",2,NA,NA,2,3,0.204081632653061
1311,"pz",42,23,1,39,4855,2641167,"64e50290df62995c3043a679",2,NA,NA,2,4,0.0769230769230769
1321,"pz",50,58,1,44,5063,2646236,"64e50290df62995c3043a679",2,NA,NA,2,5,0.136363636363636
1331,"pz",61,44,1,57,3514,2649763,"64e50290df62995c3043a679",2,NA,NA,2,6,0.0701754385964912
1341,"pz",59,41,1,50,3156,2652926,"64e50290df62995c3043a679",2,NA,NA,2,7,0.18
1351,"pz",53,26,1,49,4347,2657283,"64e50290df62995c3043a679",2,NA,NA,2,8,0.0816326530612245
1361,"pz",26,42,1,25,7772,2665067,"64e50290df62995c3043a679",2,NA,NA,2,9,0.04
1371,"pz",34,57,1,30,5536,2670615,"64e50290df62995c3043a679",2,NA,NA,2,10,0.133333333333333
1381,"pz",25,23,1,22,5594,2676223,"64e50290df62995c3043a679",2,NA,NA,2,11,0.136363636363636
1391,"pz",59,47,1,51,3174,2679403,"64e50290df62995c3043a679",2,NA,NA,2,12,0.156862745098039
1401,"pz",22,25,1,20,3492,2682906,"64e50290df62995c3043a679",2,NA,NA,2,13,0.1
1411,"pz",26,20,1,25,4037,2686950,"64e50290df62995c3043a679",2,NA,NA,2,14,0.04
1421,"pz",53,39,1,47,3981,2690941,"64e50290df62995c3043a679",2,NA,NA,2,15,0.127659574468085
1491,"eb",39,25,2,34,3310,2721409,"64e50290df62995c3043a679",2,0,0,2,1,0.147058823529412
1501,"eb",40,53,2,39,4241,2725654,"64e50290df62995c3043a679",2,0,0,2,2,0.0256410256410256
1511,"eb",39,52,2,37,4252,2729915,"64e50290df62995c3043a679",2,0,0,2,3,0.0540540540540541
1521,"eb",30,25,2,27,3373,2733292,"64e50290df62995c3043a679",2,0,0,2,4,0.111111111111111
1531,"eb",50,41,2,49,4453,2737749,"64e50290df62995c3043a679",2,0,0,2,5,0.0204081632653061
1541,"eb",32,52,2,31,5398,2743155,"64e50290df62995c3043a679",2,0,0,2,6,0.032258064516129
1551,"eb",26,39,2,24,5687,2748847,"64e50290df62995c3043a679",2,0,0,2,7,0.0833333333333333
1561,"eb",42,47,2,39,5879,2754738,"64e50290df62995c3043a679",2,0,0,2,8,0.0769230769230769
1571,"eb",34,43,2,32,2963,2757708,"64e50290df62995c3043a679",2,0,0,2,9,0.0625
1581,"eb",45,36,2,43,4176,2761887,"64e50290df62995c3043a679",2,0,0,2,10,0.0465116279069767
1591,"eb",48,30,2,43,3608,2765499,"64e50290df62995c3043a679",2,0,0,2,11,0.116279069767442
1601,"eb",52,43,2,49,3990,2769496,"64e50290df62995c3043a679",2,0,0,2,12,0.0612244897959184
1611,"eb",44,30,2,39,3675,2773178,"64e50290df62995c3043a679",2,0,0,2,13,0.128205128205128
162,"eb",41,31,2,39,3305,2776488,"64e50290df62995c3043a679",2,0,0,2,14,0.0512820512820513
163,"eb",35,39,2,34,3334,2779833,"64e50290df62995c3043a679",2,0,0,2,15,0.0294117647058824
1671,"br",18,-3,2,273,3311,2789575,"64e50290df62995c3043a679",2,11,-13,2,1,0.0659340659340659
